1,07/13/2021,23000.0,23000.0,230.0,0.0,0.0,0.0,230.0,0.0,0.0,230.0,230.0,0.0,0.0,0.01,0.0,230.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,08/13/2021,23000.0,23000.0,230.0,0.0,0.0,0.0,230.0,0.0,0.0,460.0,230.0,0.0,0.0,0.01,0.0,230.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,09/13/2021,23000.0,23000.0,230.0,0.0,0.0,0.0,230.0,0.0,0.0,690.0,230.0,0.0,0.0,0.01,0.0,230.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10/13/2021,23000.0,23000.0,230.0,0.0,0.0,0.0,230.0,0.0,0.0,920.0,230.0,0.0,0.0,0.01,0.0,230.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,11/13/2021,23000.0,23000.0,230.0,0.0,0.0,0.0,230.0,0.0,0.0,1150.0,230.0,0.0,0.0,0.01,0.0,230.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,12/13/2021,23000.0,23000.0,230.0,0.0,0.0,0.0,230.0,0.0,0.0,1380.0,230.0,0.0,0.0,0.01,0.0,230.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,01/13/2022,23000.0,23000.0,230.0,0.0,0.0,0.0,230.0,0.0,0.0,1610.0,230.0,0.0,0.0,0.01,0.0,230.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,02/13/2022,23000.0,23000.0,230.0,0.0,0.0,0.0,230.0,0.0,0.0,1840.0,230.0,0.0,0.0,0.01,0.0,230.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,03/13/2022,23000.0,23000.0,230.0,0.0,0.0,0.0,230.0,0.0,0.0,2070.0,230.0,0.0,0.0,0.01,0.0,230.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,04/13/2022,23000.0,23000.0,230.0,0.0,0.0,0.0,230.0,0.0,0.0,2300.0,230.0,0.0,0.0,0.01,0.0,230.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,05/13/2022,23000.0,23000.0,230.0,0.0,0.0,0.0,230.0,0.0,0.0,2530.0,230.0,0.0,0.0,0.01,0.0,230.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,06/13/2022,23000.0,23000.0,230.0,0.0,0.0,0.0,230.0,0.0,0.0,2760.0,230.0,0.0,0.0,0.01,0.0,230.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,07/13/2022,23000.0,23000.0,230.0,0.0,0.0,0.0,230.0,0.0,0.0,2990.0,230.0,0.0,0.0,0.01,0.0,230.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,08/13/2022,23000.0,23000.0,230.0,0.0,0.0,0.0,230.0,0.0,0.0,3220.0,230.0,0.0,0.0,0.01,0.0,230.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,09/13/2022,23000.0,23000.0,230.0,0.0,0.0,0.0,230.0,0.0,0.0,3450.0,230.0,0.0,0.0,0.01,0.0,230.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,10/13/2022,23000.0,23000.0,230.0,0.0,0.0,0.0,230.0,0.0,0.0,3680.0,230.0,0.0,0.0,0.01,0.0,230.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,11/13/2022,23000.0,23000.0,230.0,0.0,0.0,0.0,230.0,0.0,0.0,3910.0,230.0,0.0,0.0,0.01,0.0,230.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,12/13/2022,23000.0,0.0,230.0,0.0,0.0,0.0,230.0,23000.0,23000.0,4140.0,23230.0,0.0,0.0,0.01,23000.0,230.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
