1,07/30/2021,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.67,0.00916667,0.0,91.66666667,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,08/30/2021,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.67,184.18,0.00916667,0.0,92.506975,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,09/30/2021,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.18,277.53,0.00916667,0.0,93.35498333,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10/30/2021,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.53,371.74,0.00916667,0.0,94.21069167,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,11/30/2021,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.74,466.81,0.00916667,0.0,95.07428333,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,12/30/2021,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.81,562.76,0.00916667,0.0,95.94575833,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,01/30/2022,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.76,659.59,0.00916667,0.0,96.8253,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,02/28/2022,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.59,757.3,0.00916667,0.0,97.71290833,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,03/30/2022,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.3,855.91,0.00916667,0.0,98.60858333,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,04/30/2022,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.91,955.42,0.00916667,0.0,99.51250833,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,05/30/2022,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.42,1055.84,0.00916667,0.0,100.42468333,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,06/30/2022,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.84,1157.19,0.00916667,0.0,101.3452,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
