1,07/30/2021,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.33,0.00666667,0.0,53.33333333,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,08/30/2021,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.33,107.02,0.00666667,0.0,53.68886667,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,09/30/2021,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.02,161.07,0.00666667,0.0,54.0468,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10/30/2021,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.07,215.48,0.00666667,0.0,54.40713333,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,11/30/2021,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.48,270.25,0.00666667,0.0,54.76986667,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,12/30/2021,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.25,325.39,0.00666667,0.0,55.135,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,01/30/2022,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.39,380.89,0.00666667,0.0,55.5026,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,02/28/2022,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.89,436.76,0.00666667,0.0,55.8726,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,03/30/2022,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.76,493.01,0.00666667,0.0,56.24506667,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,04/30/2022,8000.0,8000.0,56.62006667,6.667e-05,6.667e-05,0.0,56.62,0.0,0.0,56.62,56.62,493.01,493.01,0.00666667,0.0,56.62006667,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,05/30/2022,8000.0,8000.0,56.62006667,6.667e-05,0.00013333,0.0,56.62,0.0,0.0,113.24,56.62,493.01,493.01,0.00666667,0.0,56.62006667,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,06/30/2022,8000.0,8000.0,56.62006667,6.667e-05,0.0002,0.0,56.62,0.0,0.0,169.86,56.62,493.01,493.01,0.00666667,0.0,56.62006667,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,07/30/2022,8000.0,8000.0,56.62006667,6.667e-05,0.00026667,0.0,56.62,0.0,0.0,226.48,56.62,493.01,493.01,0.00666667,0.0,56.62006667,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,08/30/2022,8000.0,8000.0,56.62006667,6.667e-05,0.00033333,0.0,56.62,0.0,0.0,283.1,56.62,493.01,493.01,0.00666667,0.0,56.62006667,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,09/30/2022,8000.0,0.0,56.62006667,6.667e-05,0.0004,0.0,56.62,8000.0,8000.0,339.72,8549.63,493.01,0.0,0.00666667,8493.01,56.62006667,493.01,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
